Data;Usuário;Nome;Tweet
2022-03-13 23:54:33+00:00;ana_stevanatto;Ana.;@driitired A MINHA FANFIC SE REALIZANDO GRAÇAS A VC
2022-03-13 23:54:25+00:00;licergico;a Halle sem a Chloe;certeza que é fic mas se tivesse injustiçada da a***** eu ia passar mal e fazer de tudo pra ir KKK
2022-03-13 23:54:19+00:00;marlon_nsouza;marlo;A surra na fanfiqueira #CriticsChoiceAwards
2022-03-13 23:54:04+00:00;HarrietANAKR;Ana;@labruxamorgana Eu vou surtar quando chegar nessa parte, tipo Louis boiolinha??? Perfeição 🛐🛐🛐🛐 Morgana eu já era completamente rendida por essa fic agora eu não sei nem dar nome pra oq eu sou MDS
2022-03-13 23:53:57+00:00;ojajoker;colin;@JoeZieja n..naruto fanfic....
2022-03-13 23:53:54+00:00;abovejulia;ju 🐏;tom brady pq vc escreveu texto de despedida? era uma fanfic?
2022-03-13 23:53:45+00:00;Leobardu;Leonardo;descobri que eu fiquei com uma fanfiqueira que adora yaoi pqp eu me odeio
2022-03-13 23:53:38+00:00;zynfct;yoda;a yves é mt fanfiqueira to rindo mt https://t.co/MHUprQlfBd
2022-03-13 23:53:32+00:00;catwstark;aly ⍟;aí gente eu sou muito fanfiqueira passo mal KKKKKKKKMMMMMM
2022-03-13 23:53:25+00:00;DolmatovaElvira;elvira🇺🇦;na minha fanfic (e não só) eu tou c o boy que ela ama e n está td bem pq quase nd aconteceu mas eu sinto-me mal
2022-03-13 23:53:10+00:00;NicoleRosa122;Nicole 💉;Um vício: ficar abrindo os comentários da fic.
2022-03-13 23:53:10+00:00;vittunarttu;cópia não autorizada;vindo com fic pra cima de mim logo eu que tenho certificado em fic
2022-03-13 23:52:52+00:00;cliadl;cecília;reli o último capítulo da minha fic e posso me nomear como a mulher MAIS ROMÂNTICA do mundo, to avisando
2022-03-13 23:52:42+00:00;matheusrcrf;Matheus✨🏁;@NacaoPatriotsBr já criei minha fic https://t.co/7EcRI9t1qT
2022-03-13 23:52:33+00:00;lwtsbrve;ؘ;GENTE MT BOM O SMUT DESSA FIC EU TO BESTAAAAAA, o ao3 nunca erra pqp
2022-03-13 23:52:31+00:00;rebicalice;recebinha;Mano eu lia fanfic que o par romântico era o felps e o cellbit https://t.co/bNzXSlFPeA
2022-03-13 23:52:30+00:00;hixjtape;raquel;não tem nem como chamar de fanfic porque tudo contido nesse tweet é verdade https://t.co/fGsA6ZRCMZ
2022-03-13 23:52:29+00:00;ico_ribeiro;belle;@_mattst @saraivaquel eu gosto muito desta fic https://t.co/ytPEczqt5F
2022-03-13 23:52:11+00:00;burroeburro;REI DO GADO;quando eu tinha 10 anos eu jurava que aos 17 anos eu estaria bem sucedido e tals né ( Fanfic ) To aqui agora, fudido, triste e sozinho.
2022-03-13 23:52:00+00:00;RMSBlTCH;hyuckatiau ֶֶָָ֢֪֢֪⁶⁶ 🍓 noren au 📌;Qual fanfic taejin da @reasontaejin eu vou reler hj
2022-03-13 23:51:53+00:00;namgini;VICC;@pjmin_1310 essa aqui apenas perfeita pra escrever fanfic
2022-03-13 23:51:49+00:00;gwromel;isa. 🌘;@fxgnerr @haterdocaio um app de fanfic
2022-03-13 23:51:33+00:00;stonedmagnus;🧝🏽‍♀️#PL191Não;Alerta: muita exposição muito cringe Com 13 anos eu lia fanfic de avenged sevenfold, onde o interesse romântico era sempre o synyster gates ou o the rev. E ficava me imaginando no lugar da protagonista CLARO. https://t.co/GZoPcAgpV5
2022-03-13 23:51:04+00:00;rmbgin;olli⁷;GENTE ALGUÉM TEM FIC VMIN???? 😭
2022-03-13 23:50:53+00:00;lynchculture;thai | juridico Ronan Lynch;eu cm 12/13 anos escrevendo fanfic q eu ia pra Londres e todos os one direction se apaixonavam por mim https://t.co/9nDtEb8GJv
